各教育程度別無工作經驗者每月平均經常性薪資(平均薪資)(單位：元),,,,,,,,,,,,,,,,,,,,,,,,
,總平均,,,,國中及以下,,,,高中或高職,,,,專科,,,,大學,,,,研究所及以上,,,
　　服務工作人員及售貨員,99 ,99 ,100 ,99 ,95 ,98 ,99 ,98 ,98 ,98 ,99 ,99 ,99 ,99 ,100 ,99 ,99 ,99 ,100 ,99 ,99 ,100 ,－,－
　　技術工及機械設備操作工,98 ,99 ,99 ,99 ,95 ,98 ,98 ,98 ,98 ,99 ,99 ,98 ,98 ,99 ,99 ,99 ,99 ,99 ,100 ,100 ,99 ,100 ,－,－
　　非技術工及體力工,97 ,98 ,98 ,98 ,96 ,97 ,96 ,98 ,98 ,98 ,99 ,99 ,－,－,－,－,－,－,－,－,－,－,－,－
醫療保健服務業,98 ,98 ,99 ,99 ,99 ,99 ,99 ,99 ,98 ,99 ,99 ,99 ,98 ,98 ,99 ,99 ,98 ,98 ,98 ,98 ,98 ,98 ,99 ,100 
　　專業人員,97 ,96 ,98 ,99 ,－,－,－,－,－,－,－,－,97 ,97 ,98 ,100 ,97 ,95 ,97 ,97 ,97 ,97 ,99 ,99 
　　技術員及助理專業人員,98 ,99 ,99 ,99 ,－,－,－,－,98 ,99 ,98 ,99 ,99 ,98 ,99 ,99 ,98 ,99 ,99 ,99 ,98 ,99 ,99 ,100 
　　事務工作人員,98 ,99 ,99 ,99 ,99 ,100 ,99 ,99 ,98 ,99 ,99 ,99 ,98 ,99 ,99 ,99 ,98 ,99 ,99 ,100 ,99 ,99 ,99 ,100 
　　服務工作人員及售貨員,99 ,99 ,99 ,99 ,99 ,100 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,－,－
　　技術工及機械設備操作工,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,98 ,99 ,99 ,99 ,98 ,100 ,99 ,99 ,99 ,99 ,99 ,99 ,－,－
　　非技術工及體力工,98 ,99 ,99 ,99 ,98 ,99 ,99 ,99 ,98 ,99 ,98 ,99 ,－,－,－,－,－,－,－,－,－,－,－,－
文化、運動及休閒服務業,98 ,98 ,98 ,99 ,98 ,98 ,99 ,98 ,98 ,98 ,98 ,98 ,98 ,98 ,98 ,99 ,98 ,98 ,99 ,99 ,98 ,99 ,99 ,99 
　　專業人員,99 ,99 ,99 ,99 ,－,－,－,－,－,－,－,－,99 ,98 ,99 ,99 ,99 ,98 ,99 ,99 ,99 ,99 ,99 ,100 
　　技術員及助理專業人員,98 ,98 ,98 ,98 ,－,－,－,－,98 ,98 ,98 ,98 ,98 ,98 ,98 ,98 ,98 ,98 ,99 ,98 ,98 ,98 ,98 ,98 
　　事務工作人員,98 ,98 ,99 ,99 ,98 ,98 ,99 ,99 ,98 ,98 ,98 ,98 ,98 ,99 ,99 ,99 ,98 ,99 ,99 ,99 ,98 ,99 ,99 ,99 
　　服務工作人員及售貨員,98 ,98 ,98 ,98 ,99 ,98 ,98 ,98 ,98 ,98 ,98 ,98 ,98 ,99 ,98 ,99 ,99 ,99 ,98 ,100 ,99 ,99 ,－,－
　　技術工及機械設備操作工,98 ,98 ,98 ,97 ,98 ,98 ,98 ,97 ,98 ,98 ,98 ,97 ,98 ,98 ,98 ,97 ,98 ,98 ,99 ,98 ,98 ,98 ,－,－
　　非技術工及體力工,98 ,97 ,98 ,98 ,98 ,97 ,99 ,98 ,98 ,98 ,98 ,97 ,－,－,－,－,－,－,－,－,－,－,－,－
